지점,지점명,일시,최저기온(°C),최고기온(°C),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균 풍속(m/s),최다 풍향(16방위)
108,서울,1995,-11.1,33.7,2290.6,51.46,3946.41,2.3,290
108,서울,1996,-13.8,35.4,2168.1,48.61,4107.04,2.2,290
108,서울,1997,-13.7,36.1,2318.3,52.08,4240.8,2.3,290
108,서울,1998,-15.4,32.8,2080.2,46.74,3791.44,2.2,70
108,서울,1999,-12.3,35.4,2143.8,48.17,4141.7,1.9,50
108,서울,2000,-12.1,35.1,1506.2,33.77,3902.49,2.2,270
108,서울,2001,-18.6,35.3,1605.3,36.1,4130.97,1.8,270
108,서울,2002,-12,34.8,1421.4,31.91,4596.13,2.1,270
108,서울,2003,-15.5,32.2,1449.7,32.54,4302.48,2,50
108,서울,2004,-16.7,36.2,2116.6,47.42,4600.77,2.4,290
108,서울,2005,-14,35,2037.1,45.8,4554.04,2.5,290
108,서울,2006,-14.1,34.7,1931.7,43.37,4341.34,2.4,290
108,서울,2007,-8.6,33.2,1847.3,41.47,4159.74,2.4,290
108,서울,2008,-13.1,35.4,2145.4,48.06,4571.81,2.4,290
108,서울,2009,-12.9,34.4,2145.4,48.16,4855.1,2.4,290
108,서울,2010,-15.3,33.8,1855.3,41.65,4497.11,2.5,290
108,서울,2011,-17.8,34.1,2073.8,46.68,4586.4,2.7,270
108,서울,2012,-17.1,36.7,2406.6,53.91,4346.37,2.8,270
108,서울,2013,-16.4,33.9,2418.7,54.3,4295.03,2.8,270
108,서울,2014,-13.2,35.8,2432.3,54.61,4313.8,2.6,270
108,서울,2015,-13,36,2580.3,57.93,4620.69,2.7,270
108,서울,2016,-18,36.6,2497.8,55.95,4531.22,2.3,270
108,서울,2017,-12.6,35.4,2606.3,59.22,4541.99,2.2,270
108,서울,2018,-17.8,39.6,2580.7,58.54,5063.25,1.7,290
108,서울,2019,-10.9,36.8,2542.2,57.24,5018.43,2,290
108,서울,2020,-12.9,35.4,2263.7,50.71,5116.25,2.4,270
108,서울,2021,-18.6,36.5,2190.1,49.28,5151.69,2.3,50
108,서울,2022,-13.7,36.1,2325.2,52.37,5325.9,2.4,270
108,서울,2023,-17.3,35.8,2224,50.04,5186,2.3,50
108,서울,2024,-14,36.4,2231.9,50.38,5235.59,2.3,50
112,인천,1974,-15.1,32.5,2234.3,50.38,3528.8,4.1,320
112,인천,1975,-10.5,33.6,2384.4,53.76,3639.47,3.8,320
112,인천,1976,-16.7,32.2,2142.7,48.19,2977.3,3.8,340
112,인천,1977,-15.8,33.6,2153.5,48.55,3033.37,3.6,340
112,인천,1978,-14.7,35.2,2194.8,49.49,2979.7,3.7,270
112,인천,1979,-13.4,32.4,2221.5,50.09,3064.51,3.7,180
112,인천,1980,-14.8,29.5,2276,51.31,2399.52,3.8,320
112,인천,1981,-14.5,34.9,2348.6,52.95,3301.37,3.8,290
112,인천,1982,-13.3,33.6,2489.3,56.12,5096.4,3.5,270
112,인천,1983,-12.8,34,2400,53.93,4463.55,3.6,160
112,인천,1984,-13.6,34.1,2447.9,54.89,4302.04,3.3,290
112,인천,1985,-15.5,33.6,2182.1,49.03,3864.07,3.1,290
112,인천,1986,-18.4,31.6,2435.5,54.72,3395.27,3,290
112,인천,1987,-13.7,30.5,2335.9,52.49,4538.34,3.4,320
112,인천,1988,-11.8,34.5,2621.6,58.78,4779.19,3.3,320
112,인천,1989,-9.5,33.8,2386,53.61,4613.01,3.1,20
112,인천,1990,-16.2,32.8,2056.7,46.21,4327.86,3.1,20
112,인천,1991,-13.6,34.2,2395.3,53.83,4658.34,2.9,320
112,인천,1992,-9.4,32.7,2334,52.33,4709.28,3.1,320
112,인천,1993,-11,30.9,2336.3,52.49,4467.21,3,320
112,인천,1994,-12.4,37.2,2531.6,56.89,4692.06,3,320
112,인천,1995,-11,33.8,2507.3,56.34,4403.63,3.1,340
112,인천,1996,-13.4,34.4,2456.8,55.1,4417.26,2.8,340
112,인천,1997,-14,34.3,2557.5,57.47,5737.8,2.4,320
112,인천,1998,-14.9,33.4,2326.7,52.28,5219.86,2.3,20
112,인천,1999,-12.5,34.1,2257,50.72,5700.48,2.2,20
112,인천,2000,-11.1,35.2,2175.5,48.78,4669.85,3,320
112,인천,2001,-18.2,34,2325,52.24,4859.94,2.6,340
112,인천,2002,-10.6,37,2190.8,49.2,4652.6,2.8,340
112,인천,2003,-14.1,31,1963.6,44.09,3574,2.4,360
112,인천,2004,-14.8,33.9,2253.6,50.49,4240.84,2.5,360
112,인천,2005,-13.5,33.8,2332.2,52.37,5280.39,2.6,360
112,인천,2006,-13.3,32.5,2092.3,46.99,4737.27,2.5,360
112,인천,2007,-8.1,31.8,2012,45.17,4637.36,2.6,360
112,인천,2008,-11.4,33.6,2284.4,51.18,4987.56,2.8,360
112,인천,2009,-10.9,31.4,2334.1,52.41,5070.77,2.9,360
112,인천,2010,-12.8,33.2,2075.9,46.61,4793.7,3.1,360
112,인천,2011,-14.9,32.9,2150.1,48.52,4754.15,3,360
112,인천,2012,-14.6,35.3,2359.7,52.87,4763.42,3.2,320
112,인천,2013,-15.9,32,2517.8,56.54,4641.7,3.2,340
112,인천,2014,-11.4,35.3,2559.9,57.49,4658.59,3.1,340
112,인천,2015,-11.2,33.1,2671.4,59.98,4514.31,3.1,340
112,인천,2016,-16.3,34,2594.7,58.14,4491.43,3.1,340
112,인천,2017,-11.1,34,2751.8,61.79,4373.56,3.1,340
112,인천,2018,-17.1,35.9,2715.5,60.98,5135.72,3.1,340
112,인천,2019,-10.4,36,2672.9,60.01,5279.95,2.9,340
112,인천,2020,-11.9,33.9,2616.5,58.63,5154.45,3.1,340
112,인천,2021,-17.5,34.5,2573.3,57.78,5146.24,2.9,340
112,인천,2022,-12.8,35.2,2472.1,55.51,5496.68,2.9,290
112,인천,2023,-16.7,34.6,2346.5,52.69,5324.94,2.6,290
112,인천,2024,-13.6,35.6,2414.7,54.11,5492.42,2.6,290
114,원주,1974,-25,35,2895.3,65.08,5855.63,1.2,140
114,원주,1975,-19.6,34.1,2840.7,63.81,6366.57,.9,140
114,원주,1976,-19.2,34.8,2865.4,64.24,7587.24,1.1,320
114,원주,1977,-21.5,35.3,2934.1,65.94,10351.33,1.3,320
114,원주,1978,-19.4,36.5,2861.7,64.31,10783.64,1.3,270
114,원주,1979,-22,34.4,2966.7,66.67,9979.37,1.3,270
114,원주,1980,-23.8,31.5,2936.5,65.83,10184.21,1.3,270
114,원주,1981,-27.6,34.9,2868.7,64.47,10976.07,1.3,270
114,원주,1982,-19.4,34.7,2972.5,67.23,4870.58,1.2,270
114,원주,1983,-18.9,35.5,2831,63.62,4187.17,1.2,320
114,원주,1984,-26,36.3,2937.3,65.87,4716.58,1.2,180
114,원주,1985,-25.2,35.4,2589.6,58.2,4508.94,1.2,290
114,원주,1986,-23.6,33.7,2115.1,47.53,4970.38,1.3,290
114,원주,1987,-18.3,33.1,2287.1,51.39,4730.94,1.3,250
114,원주,1988,-15.9,35.8,2289.8,51.35,3137.76,1.2,250
114,원주,1989,-15.6,35.1,2043.6,45.92,4261.64,1,250
114,원주,1990,-21.1,35.5,1789.7,40.22,3993.12,1,230
114,원주,1991,-17.5,34.8,2138.5,48.05,4779.1,.9,230
114,원주,1992,-14,33.1,1851.6,41.53,4507.76,1,230
114,원주,1993,-16.9,32.2,2061.3,46.32,4918.07,1.2,230
114,원주,1994,-16.8,38,2201.4,49.47,5750.8,1.2,270
114,원주,1995,-17.4,34.4,2019.8,45.39,4665.82,1.1,230
114,원주,1996,-17.2,36,2033.6,45.6,4531.42,1,250
114,원주,1997,-17.3,35,2073.2,46.59,4543.25,1,250
114,원주,1998,-17.1,32.7,1768,39.73,4205.02,1,250
114,원주,1999,-15.1,35.4,2167.1,48.69,4449.24,.8,250
114,원주,2000,-16,34.5,1883.2,42.22,4753.45,1.1,250
114,원주,2001,-21.2,34.5,1990.5,44.72,5052.57,1.1,250
114,원주,2002,-17.7,34.8,1909.2,42.88,4875.64,1.1,250
114,원주,2003,-20,32.9,1706.8,38.34,4525.69,1,250
114,원주,2004,-17.7,36.2,2065.2,46.29,4904.71,1.2,250
114,원주,2005,-17.7,35.9,2036.5,45.73,4971.06,1.3,250
114,원주,2006,-16,36.4,1823.7,40.95,4718.03,1.2,250
114,원주,2007,-13,34.1,1749.7,39.3,4617.87,1.2,250
114,원주,2008,-13.7,36.3,1914.3,42.9,4909.06,1.2,270
114,원주,2009,-15.3,34.4,1909.8,42.89,4949.36,1.2,270
114,원주,2010,-19.4,36,1710.4,38.41,4629.14,1.2,270
114,원주,2011,-18.6,35.4,2028.3,45.55,4859.51,1.4,250
114,원주,2012,-20.5,37.1,2150.1,48.19,4978.27,1.6,230
114,원주,2013,-20.3,34.1,2346.6,52.7,4613.12,1.4,250
114,원주,2014,-14.7,35.9,2420.1,54.35,5255.71,1.4,50
114,원주,2015,-13.1,37,2593.2,58.36,5095.94,1.4,250
114,원주,2016,-15.9,35.7,2093,47.18,4898.59,1.1,250
114,원주,2017,-15.2,34.8,2193.9,49.51,5189,1,250
114,원주,2018,-17.4,38.8,2413.9,54.21,5387.74,1.1,250
114,원주,2019,-11.3,35.9,2359.3,52.99,5228.79,1,250
114,원주,2020,-14.6,34.5,2279.5,51.09,5071.69,1.1,250
114,원주,2021,-18.4,35.6,2286.3,51.35,5166.86,1,20
114,원주,2022,-15.3,34.7,2401,53.92,5327.88,1.1,230
114,원주,2023,-17.6,34.3,2303.2,51.72,5255.19,1,20
114,원주,2024,-12.3,35.6,2260.1,50.65,5263,1,20
115,울릉도,1974,-8.5,31.3,1803.8,40.67,,4.7,50
115,울릉도,1975,-6.8,31.2,1656.8,37.36,,4.6,50
115,울릉도,1976,-9.6,29.8,1710.5,38.47,,4.7,230
115,울릉도,1977,-9.8,33.6,1869,42.14,,4.3,70
115,울릉도,1978,-9,31.5,1803.4,40.66,,4.6,180
115,울릉도,1979,-3.4,31.1,1751.8,39.51,,4.5,90
115,울릉도,1980,-9.8,28.8,1653.7,37.19,,4.6,50
115,울릉도,1981,-13.6,30.8,1996.4,45.01,,4.1,50
115,울릉도,1982,-8.5,31.4,2007.3,45.26,,4,50
115,울릉도,1983,-8.2,33.7,1769.6,39.76,,4.4,50
115,울릉도,1984,-9.8,32.9,1520.5,34.09,,3.8,50
115,울릉도,1985,-8.9,33,1401.5,31.49,,4.2,200
115,울릉도,1986,-8.2,31.7,1486,33.39,,3.7,200
115,울릉도,1987,-6.2,32.2,1952.4,43.88,,4.5,200
115,울릉도,1988,-8.7,31.5,1775.7,39.81,,4.3,50
115,울릉도,1989,-4.6,32.8,1933.8,43.45,,4.3,50
115,울릉도,1990,-8.3,31.5,1988.9,44.69,,4,50
115,울릉도,1991,-10.4,30,1928.8,43.34,,4,50
115,울릉도,1992,-5.4,34.6,1964.5,44.05,,3.7,50
115,울릉도,1993,-5.7,28.3,1718.4,38.61,,3.5,20
115,울릉도,1994,-6.9,34.6,2114.6,47.52,,3.6,50
115,울릉도,1995,-5.9,33.4,1826.6,41.05,,3.6,200
115,울릉도,1996,-9.5,33.4,1843,41.32,,2.9,50
115,울릉도,1997,-9.4,32.4,2074.6,46.63,,3.6,50
115,울릉도,1998,-8.3,30.3,1729.9,38.87,,3.4,50
115,울릉도,1999,-7.8,30.6,1833.5,41.2,,3.3,200
115,울릉도,2000,-6.1,32.3,2067.4,46.39,,3.2,50
115,울릉도,2001,-8.6,31.6,2330.6,52.36,,3.2,20
115,울릉도,2002,-7.8,31.9,2194.1,49.27,,3.1,20
115,울릉도,2003,-11.5,30.5,1984.3,44.56,,2.8,20
115,울릉도,2004,-11.1,32.2,1773.4,39.74,,3.6,50
115,울릉도,2005,-9.1,32.3,1740.9,39.09,,3.5,50
115,울릉도,2006,-8.3,31.7,1676.8,37.65,,3.7,50
115,울릉도,2007,-4.8,33.7,1662.8,37.34,,3.7,50
115,울릉도,2008,-8.7,31.5,1923,43.09,,3.8,50
115,울릉도,2009,-7,31.1,1626.3,36.52,,3.6,50
115,울릉도,2010,-7.2,32.7,1837.7,41.27,,4,230
115,울릉도,2011,-8.6,31.1,1708.5,38.36,,4.3,70
115,울릉도,2012,-8.1,31.4,1688.4,37.83,,3.9,70
115,울릉도,2013,-9.7,35.4,2037.8,45.76,,3.9,230
115,울릉도,2014,-6.3,31.3,2095.8,47.07,,3.8,50
115,울릉도,2015,-6.9,33.7,2324.1,52.19,,3.8,230
115,울릉도,2016,-9.9,31.5,2121.3,47.53,419.19,4,200
115,울릉도,2017,-7,32.4,2406.7,54.17,3464.08,3.9,200
115,울릉도,2018,-10.7,34.5,2289.9,51.43,3391.45,4.1,200
115,울릉도,2019,-2.9,32.7,2371.6,53.41,3479.29,3.9,50
115,울릉도,2020,-5.5,32,1948.8,43.67,4954.9,3.8,230
115,울릉도,2021,-9,32.2,1860.1,41.76,5017.16,3.6,70
115,울릉도,2022,-5.6,32.8,1922.2,43.17,5218.51,3.6,70
115,울릉도,2023,-8.3,33.5,1986.2,44.6,5000.5,3.9,250
115,울릉도,2024,-5.5,33.7,1904.1,42.77,4772.71,4.2,70
116,관악산,1983,-16.8,32.5,.4,,,,
116,관악산,1984,-18.7,32.3,,,,4.3,
116,관악산,1985,-20.5,32.4,,,,,
116,관악산,1986,-22.8,30,,,,4.8,
116,관악산,1987,-19,29.4,,,,4.6,
116,관악산,1988,-17.6,33.4,,,,4.9,
116,관악산,1989,-15.8,32.4,,,,4.7,
116,관악산,1990,-21.4,32.6,,,,4.8,
119,수원,1974,-20.4,33.2,2114.7,47.69,4966.2,1.5,320
119,수원,1975,-17.6,33.6,2157.8,48.66,3374.68,1.5,320
119,수원,1976,-17.7,32.9,2056,46.24,3484.85,1.6,320
119,수원,1977,-19.4,35,2419.4,54.56,4650.16,1.4,320
119,수원,1978,-17.5,35.2,2133.6,48.12,4645.7,1.4,320
119,수원,1979,-17.8,34.3,2151.7,48.52,4600.82,1.5,320
119,수원,1980,-19,31.7,2142.3,48.18,4402.37,1.6,320
119,수원,1981,-24.8,34.9,2194.8,49.49,4567.02,1.5,290
119,수원,1982,-15.9,34,2413.2,54.42,5233.25,1.4,290
119,수원,1983,-16.4,33.4,2270.4,51.02,4811.67,1.5,290
119,수원,1984,-17.9,34.4,2347.5,52.65,4916.47,1.6,290
119,수원,1985,-18.6,34.7,2067.6,46.46,3001.34,1.6,290
119,수원,1986,-20.1,32.5,2184.5,49.1,4676.18,1.5,290
119,수원,1987,-16.9,32.5,2256.1,50.7,4262.46,1.6,290
119,수원,1988,-12.8,35.4,2414.1,54.14,4602.46,1.6,290
119,수원,1989,-11.4,34.9,2170,48.77,4136.13,1.5,290
119,수원,1990,-18.9,35,1825,41.01,3630.88,1.6,270
119,수원,1991,-15.8,34.4,2215.6,49.79,4103.6,1.5,270
119,수원,1992,-11.2,33.3,2067.5,46.36,3704.24,1.5,270
119,수원,1993,-13,31.4,2028.1,45.58,4155.43,1.6,270
119,수원,1994,-14.8,37.3,2253.4,50.64,4618.45,1.5,270
119,수원,1995,-12.8,34.1,2233.7,50.2,4262.99,1.5,270
119,수원,1996,-13.8,35.8,2239.3,50.21,3911.44,1.5,250
119,수원,1997,-14.2,33.9,2326,52.28,3931.28,1.7,270
119,수원,1998,-15.1,32.5,2084.4,46.84,2992.99,1.9,270
119,수원,1999,-11.9,34.8,2244.2,50.43,4357.03,1.7,320
119,수원,2000,-13.9,34.2,2124,47.62,4882.36,1.7,290
119,수원,2001,-18.3,34.3,2231.9,50.15,5147.31,1.9,270
119,수원,2002,-13.3,34.5,2062.5,46.32,4888.31,2,290
119,수원,2003,-16.2,31.3,1865.3,41.9,4591.27,1.8,270
119,수원,2004,-15.9,35.1,2185.4,48.97,5134.02,2.1,290
119,수원,2005,-14.4,35.1,2149.4,48.27,5117.34,2,270
119,수원,2006,-13.2,35.9,1923.8,43.21,4850.36,2.1,270
119,수원,2007,-9.9,33.2,1987.6,44.64,4552.69,1.7,270
119,수원,2008,-12.1,35.7,2209,49.5,4870.32,1.7,270
119,수원,2009,-14.6,34.8,2282.8,51.27,5011.86,1.7,270
119,수원,2010,-18.6,34.2,2027.9,45.54,4663.59,1.8,270
119,수원,2011,-16.9,35.8,2146.5,48.58,4741.84,1.7,290
119,수원,2012,-16.2,37.4,2291.6,51.36,5038.99,1.8,270
119,수원,2013,-18.1,34.7,2310.2,51.88,4845.8,1.7,270
119,수원,2014,-11.1,34.6,2372.7,53.29,4417.51,1.8,270
119,수원,2015,-11.7,35.3,2450.3,55.03,4267.25,1.8,270
119,수원,2016,-16.2,36.5,2367.2,53.05,4230.58,1.8,290
119,수원,2017,-13.6,36.9,2606.1,58.53,4437.68,1.8,290
119,수원,2018,-16.8,39.3,2605.5,58.52,5098.66,1.8,270
119,수원,2019,-10.8,36.5,2475,55.76,5097.62,1.8,270
119,수원,2020,-12.6,34.9,2444.2,54.78,5037.87,2,270
119,수원,2021,-18.6,36.3,2434.7,54.68,5065.52,1.9,270
119,수원,2022,-14.6,35.2,2564.7,57.6,5252.14,1.9,270
119,수원,2023,-16.7,34.9,2345.3,52.67,5261.02,1.9,270
119,수원,2024,-13.1,35.7,2337.4,52.38,5329.33,1.9,290
121,영월,1994,,,,,,,320
121,영월,1995,-18,33.3,2238.1,50.29,,1.5,320
121,영월,1996,-19.3,35.8,2351,52.72,,1.5,270
121,영월,1997,-18.3,35.3,2285.4,51.36,,1.4,320
121,영월,1998,-18.6,33.5,2017.6,45.34,,1.4,90
121,영월,1999,-17,35.6,2253.3,50.63,,1.4,290
121,영월,2000,-16.5,34.7,2061.8,46.23,,1.1,270
121,영월,2001,-23.5,34.8,2211.6,49.69,,1.4,270
121,영월,2002,-21.9,33.9,2097.8,47.12,,1.6,250
121,영월,2003,-20.4,33,1797.4,40.37,,1.4,270
121,영월,2004,-18.7,36.9,2153.6,48.26,,1.6,270
121,영월,2005,-19.5,37.2,2206.8,49.56,,1.7,270
121,영월,2006,-18.5,36.8,1974.6,44.35,,1.6,250
121,영월,2007,-15.2,34.1,1858.8,41.74,,1.5,270
121,영월,2008,-16.2,35.2,2030.4,45.5,,1.5,270
121,영월,2009,-17.4,34.7,2054.6,46.14,,1.4,270
121,영월,2010,-22.7,35.7,1861.5,41.81,,1.4,270
121,영월,2011,-20.4,35.4,1994.7,44.8,,1.4,270
121,영월,2012,-23.1,38.7,2337.9,52.39,,1.4,270
121,영월,2013,-22.6,34.5,2280.4,51.21,,1.4,320
121,영월,2014,-17.4,35.4,2284.5,51.31,,1.4,270
121,영월,2015,-15.3,35.6,2238.3,50.27,,1.4,270
121,영월,2016,-17.4,36.6,2145.9,48.08,,1.1,270
121,영월,2017,-15.6,35.7,2332.9,52.39,,1.1,270
121,영월,2018,-18.5,39.9,2300.6,51.67,,1.1,270
121,영월,2019,-13.4,36.9,2117.2,47.55,,1.1,270
121,영월,2020,-17.4,36.8,2225,49.86,,1.1,270
121,영월,2021,-19,36.6,2195.5,49.31,,1.1,270
121,영월,2022,-16.8,35.8,2275.7,51.11,0,1,270
121,영월,2023,-18.9,36.5,2264.7,50.86,,1,270
121,영월,2024,-14.7,36.6,2282.7,51.15,,1.1,270
127,충주,1974,-26.2,34.7,2888.7,64.8,8744.62,1.4,50
127,충주,1975,-19.5,34.7,2446.5,54.88,7782.06,1.1,270
127,충주,1976,-18.5,34.5,2498.2,55.9,9210.31,1,270
127,충주,1977,-20.5,35.5,2611.6,58.58,9621.42,.9,250
127,충주,1978,-16.9,36.8,2467.2,56.31,8620.71,1.2,250
127,충주,1979,-18.9,34.2,2402,53.88,6358.55,1,270
127,충주,1980,-22.2,32.7,2392.1,53.52,5422.68,.8,270
127,충주,1981,-28.5,35.2,2398,53.79,673.66,.7,230
127,충주,1982,-17.1,36.4,2533.2,56.82,,.7,230
127,충주,1983,-18.2,35.2,2445.7,54.96,,.9,230
127,충주,1984,-26,35.6,2519.5,56.5,,.8,230
127,충주,1985,-25.6,35.2,2293.1,51.53,,.9,320
127,충주,1986,-22.2,34.8,2434.1,54.7,,.9,230
127,충주,1987,-18.7,33.2,2394,53.81,,.8,290
127,충주,1988,-14.2,35.4,2553.6,57.26,,.7,250
127,충주,1989,-12.5,34.2,2401.8,53.98,,.9,290
127,충주,1990,-19.6,35.8,2125.1,47.76,,.9,270
127,충주,1991,-17.6,34.8,2436.6,54.76,,.8,270
127,충주,1992,-13,34.4,2320.8,52.05,,1,270
127,충주,1993,-15.4,32.5,2061.1,46.32,,1.3,290
127,충주,1994,-18.2,37.9,2347.2,52.75,,1.7,290
127,충주,1995,-17.9,33.7,2153.4,48.4,,1.7,230
127,충주,1996,-16.1,34.9,2173.4,48.74,,2,230
127,충주,1997,-16.8,34.9,2291.8,51.5,,1.7,270
127,충주,1998,-15.2,33.3,1990.2,44.72,,1.4,270
127,충주,1999,-15.5,33.6,2253.1,50.64,,1.7,270
127,충주,2000,-14.7,35.4,2080.1,46.65,,1.6,270
127,충주,2001,-19.3,35.2,1963.8,44.1,,1.6,270
127,충주,2002,-17,34.9,1933.1,43.42,,1.7,110
127,충주,2003,-18.5,32.8,1733.7,38.93,,1.4,110
127,충주,2004,-15.8,36.3,2044,45.8,,1.6,70
127,충주,2005,-17.3,35.3,2082.5,46.77,,1.7,70
127,충주,2006,-17.3,35,1898.6,42.64,,1.8,90
127,충주,2007,-13.1,33.8,1744,39.16,,1.8,90
127,충주,2008,-13.9,35.4,2036.6,45.64,,1.5,110
127,충주,2009,-16.8,34.1,2033.3,45.67,,1.5,140
127,충주,2010,-21.4,35.1,1867.9,41.95,,1.5,90
127,충주,2011,-19.3,34.6,2023.7,45.45,,1.6,90
127,충주,2012,-20.7,36.9,2420.7,54.24,,1.6,90
127,충주,2013,-21.7,34.2,2358.7,52.97,,1.6,90
127,충주,2014,-14.2,34.9,2353,52.85,,1.6,90
127,충주,2015,-13.8,36.1,2306.4,51.8,,1.6,90
127,충주,2016,-17,36.7,2035.9,45.62,,1.5,90
127,충주,2017,-16,36.3,2386.8,53.6,,1.5,90
127,충주,2018,-19.2,40,2348.3,52.74,,1.5,90
127,충주,2019,-13.2,35.5,2261.9,50.79,,1.3,90
127,충주,2020,-17,34.5,2222,49.79,,1.4,90
127,충주,2021,-19.6,34.9,2260.8,50.9,321.41,1.4,90
127,충주,2022,-17.5,34.7,2402.8,53.96,5322.09,1.2,90
127,충주,2023,-18.8,35.5,2217.5,49.8,5244.54,1.2,90
127,충주,2024,-13.7,35.4,2173.5,48.7,5220.5,1.3,90
129,서산,1974,-16.7,35.1,2225.2,50.2,,2.6,20
129,서산,1975,-11.9,34.6,2185.1,49.29,,2.4,20
129,서산,1976,-15.7,32.8,2080,46.8,,2.4,20
129,서산,1977,-15.7,35.4,2162.9,48.79,,2.2,360
129,서산,1978,-12.8,35.6,2161.2,48.76,,2.3,180
129,서산,1979,-10.7,35,2079.1,46.9,,2.2,200
129,서산,1980,-15,31.3,2153.1,48.45,,2.2,180
129,서산,1981,-18.4,34.1,2276.9,51.36,4737,2.2,180
129,서산,1982,-15.3,34.8,2455,55.38,3685.73,2,340
129,서산,1983,-13.3,34.5,2250.5,50.58,5243.8,2.2,50
129,서산,1984,-14.6,34.7,2372.6,53.2,5212.25,2.2,360
129,서산,1985,-14.6,35,2131.9,47.91,4867.47,2.2,50
129,서산,1986,-15.7,33.6,2250.1,50.57,5166.56,2.1,360
129,서산,1987,-13.4,31.9,2063.7,46.38,4798.71,2.4,360
129,서산,1988,-11.4,34.7,2423.2,54.34,3661.42,2.3,50
129,서산,1989,-10.4,35.2,2360.3,53.04,5038.38,2.2,50
129,서산,1990,-17.2,34.9,1982.7,44.56,4328.95,2.3,50
129,서산,1991,-17.1,34.2,2267.9,50.96,4960.51,2.1,50
129,서산,1992,-10.4,34,2141,48.01,4624.79,2.1,70
129,서산,1993,-12.1,32.2,2092.3,47.02,4613.2,2.2,70
129,서산,1994,-17.2,37.3,2359.7,53.03,4992.09,2.2,200
129,서산,1995,-14.4,33.8,2344.7,52.69,4763.35,2.4,230
129,서산,1996,-12.4,36.2,2257.3,50.62,4499.6,2,50
129,서산,1997,-13.2,35.4,2354.5,52.91,4909.62,2,50
129,서산,1998,-13.3,32.9,2042.9,45.91,4357.53,2.6,50
129,서산,1999,-13.7,33.3,2112.5,47.47,4621.43,2.5,70
129,서산,2000,-13.2,32.7,2184.1,48.98,4887.29,2.6,200
129,서산,2001,-18.7,35.4,2214.2,49.76,5145.13,2.5,70
129,서산,2002,-12.7,35.1,2050.1,46.04,4974.54,2.8,200
129,서산,2003,-18.1,32.9,1858.7,41.73,4753.99,2.4,70
129,서산,2004,-13.3,37.1,2219.5,49.73,5239.19,2.6,200
129,서산,2005,-15.9,35.2,2159.5,48.5,5132.89,2.9,200
129,서산,2006,-13.6,33,2020.5,45.37,4905.44,2.7,200
129,서산,2007,-9,32.4,1862.1,41.82,4697.27,2.7,70
129,서산,2008,-13.1,33.5,2095.5,46.96,5004.24,2.5,90
129,서산,2009,-13.9,32.5,2174.3,48.83,5126.39,2.7,200
129,서산,2010,-13.2,31.8,1984.3,44.56,4857.77,2.8,200
129,서산,2011,-14.7,33,2007,45.07,4838.65,2.9,180
129,서산,2012,-15.1,36,2299.2,51.52,4829.1,2.5,50
129,서산,2013,-16.6,33.4,2382.7,53.51,4626.11,2.1,180
129,서산,2014,-11.1,33.7,2334,52.42,4523.21,1.9,50
129,서산,2015,-10.5,33.7,2384.4,53.54,4183.63,2,50
129,서산,2016,-12.7,34.6,2382.9,53.39,3975.9,2,50
129,서산,2017,-12.9,34.7,2624.7,58.95,4120.14,2,180
129,서산,2018,-15.9,37.1,2660,59.74,5533.11,1.9,20
129,서산,2019,-10.9,36.3,2491.2,56.63,5395.21,1.8,340
129,서산,2020,-10.5,34.9,2385.3,53.56,5186.59,2,340
129,서산,2021,-19.7,35.8,2418.5,54.48,5201.83,2,70
129,서산,2022,-13.9,34.5,2318.6,52.07,5433.67,2.1,50
129,서산,2023,-15.5,35.2,2220.9,49.87,5258.4,2,50
129,서산,2024,-9.5,35.8,2228.4,49.93,5309.73,2,50
130,울진,1974,-11.9,34.9,2681,60.46,3175.85,2.2,270
130,울진,1975,-9.4,35.2,2553.1,56.69,3268.43,2,360
130,울진,1976,-13.8,34.5,2648.7,59.58,2367.75,2,270
130,울진,1977,-13.4,34.1,2574.6,58.07,3206.29,1.9,270
130,울진,1978,-11.9,35.5,2596.7,58.56,,4.4,270
130,울진,1979,-9.3,34.7,2459.2,55.46,,4.4,250
130,울진,1980,-12.3,32.1,2402.7,54.05,,4.3,270
130,울진,1981,-14.1,34.7,2621.2,59.12,,4.1,270
130,울진,1982,-12.4,33.3,2654.7,59.87,,4.2,270
130,울진,1983,-10.9,35.7,2564.3,57.63,,4.5,270
130,울진,1984,-13.5,36.6,2484.3,55.71,,4.1,290
130,울진,1985,-12.7,34.1,2495.3,56.08,,4.2,250
130,울진,1986,-13.7,35.4,2458.4,55.25,,4.2,270
130,울진,1987,-9.3,34.7,2543.3,57.16,,4.4,270
130,울진,1988,-11.1,34.3,2526.1,56.65,,4.4,270
130,울진,1989,-9.1,35.9,2206.7,49.59,,4.1,270
130,울진,1990,-12.1,34.5,2194.2,49.31,,4.1,270
130,울진,1991,-13.3,36,2366,53.17,,4.1,270
130,울진,1992,-7.6,37,2402.9,53.89,,3.9,270
130,울진,1993,-8.6,32.3,2188.3,49.18,,3.9,270
130,울진,1994,-9.5,36.4,2596,58.34,,3.9,270
130,울진,1995,-9.9,37,2539.1,57.06,,3.7,250
130,울진,1996,-11.5,35.2,2436.4,54.64,,3.5,250
130,울진,1997,-9.9,35.1,2520.7,56.65,,3.8,270
130,울진,1998,-11.4,34.1,2181.5,49.02,,3.9,290
